County,Highest EQI Values,Highest EQI
Wheeler,0.7266329,Water_EQI
Wichita,1.052737,Built_EQI
Wilbarge,0.7158508,Built_EQI
Willacy,0.6002192,Water_EQI
Williams,1.923508,Sociod_EQI
Wilson C,0.5623426,Water_EQI
Winkler,0.6739264,Water_EQI
Wise Cou,0.6400048,Water_EQI
Yoakum C,0.7044098,Water_EQI
Young Co,1.04983,Built_EQI
Zapata C,0.6218594,Water_EQI
Box Elde,1.461512,Sociod_EQI
Cache Co,0.9826694,Sociod_EQI
Carbon C,0.8801841,Built_EQI
Davis Co,2.355314,Sociod_EQI
Duchesne,0.1279779,Land_EQI
Grand Co,1.243946,Built_EQI
Iron Cou,1.035896,Water_EQI
Juab Cou,0.9690182,Water_EQI
Kane Cou,1.030547,Water_EQI
Millard,0.9847371,Water_EQI
Salt Lak,1.507174,Land_EQI
Sanpete,0.9620109,Water_EQI
Sevier C,0.9859483,Water_EQI
Summit C,2.404139,Sociod_EQI
Tooele C,1.111541,Sociod_EQI
Uintah C,0.9525554,Water_EQI
Utah Cou,1.497299,Sociod_EQI
Wasatch,1.575037,Sociod_EQI
Washingt,1.046132,Water_EQI
Weber Co,1.078574,Sociod_EQI
Addison,0.9315692,Water_EQI
Benningt,1.53499,Built_EQI
Caledoni,0.9081296,Water_EQI
Chittend,1.70919,Built_EQI
Essex Co,0.8226293,Water_EQI
Franklin,0.9395174,Water_EQI
Grand Is,0.8691593,Water_EQI
Lamoille,1.076163,Built_EQI
Orange C,0.9150533,Water_EQI
Orleans,0.8510782,Water_EQI
Rutland,1.393571,Built_EQI
Washingt,1.496239,Built_EQI
Windham,1.616901,Built_EQI
Windsor,1.199783,Built_EQI
Accomack,0.5539356,Land_EQI
Albemarl,1.984215,Sociod_EQI
Alleghan,0.5857379,Land_EQI
Amelia C,0.2933168,Sociod_EQI
Amherst,0.6876239,Air_EQI
Appomatt,0.3744423,Land_EQI
Arlingto,1.884945,Sociod_EQI
Augusta,1.345848,Sociod_EQI
Bath Cou,0.2775763,Land_EQI
Bland Co,-0.0486794,Land_EQI
Botetour,1.726444,Sociod_EQI
Brunswic,-0.230109,Air_EQI
Buchanan,-0.0835709,Air_EQI
Buckingh,0.1577833,Land_EQI
Campbell,0.7096311,Air_EQI
Caroline,0.6325879,Sociod_EQI
Carroll,0.265317,Land_EQI
Charles,0.450523,Air_EQI
Charlott,-0.0527785,Land_EQI
Chesterf,2.413419,Sociod_EQI
Clarke C,1.694255,Sociod_EQI
Craig Co,0.4466076,Sociod_EQI
Culpeper,1.015682,Sociod_EQI
Cumberla,0.7198865,Water_EQI
Dickenso,-0.1203579,Air_EQI
Dinwiddi,0.8166643,Sociod_EQI
Essex Co,0.896817,Built_EQI
Fairfax,3.309,Sociod_EQI
Fauquier,2.537836,Sociod_EQI
Floyd Co,0.2592432,Land_EQI
Fluvanna,1.420562,Sociod_EQI
Franklin,1.042921,Water_EQI
Frederic,1.533896,Sociod_EQI
Giles Co,0.8356389,Water_EQI
Gloucest,1.268332,Sociod_EQI
Goochlan,1.772815,Sociod_EQI
Grayson,0.3272805,Land_EQI
Greene C,1.073558,Sociod_EQI
Greensvi,0.0497638,Air_EQI
Halifax,0.446313,Air_EQI
Hanover,2.69196,Sociod_EQI
Henrico,1.805567,Sociod_EQI
Henry Co,0.6817664,Air_EQI
Isle of,1.325729,Sociod_EQI
James Ci,2.227341,Sociod_EQI
King and,0.0737669,Air_EQI
King Geo,1.156816,Sociod_EQI
King Wil,1.22116,Sociod_EQI
Lancaste,0.2937355,Built_EQI
Lee Coun,0.6192084,Land_EQI
Loudoun,3.531119,Sociod_EQI
Louisa C,0.6873516,Sociod_EQI
Lunenbur,0.0905727,Water_EQI
Madison,0.570716,Sociod_EQI
Mathews,0.9605821,Sociod_EQI
Mecklenb,0.6235427,Built_EQI
Middlese,-0.0252861,Sociod_EQI
Montgome,0.9270338,Air_EQI
Nelson C,0.8014706,Land_EQI
New Kent,1.498111,Sociod_EQI
Northamp,0.3107662,Built_EQI
Northumb,0.3117233,Water_EQI
Nottoway,-0.0896186,Air_EQI
Orange C,1.11445,Sociod_EQI
Page Cou,0.6420143,Land_EQI
Patrick,0.4923287,Land_EQI
Pittsylv,0.4753735,Air_EQI
Powhatan,1.952192,Sociod_EQI
Prince E,0.4604273,Built_EQI
Prince G,1.44942,Sociod_EQI
Prince W,2.881884,Sociod_EQI
Pulaski,0.6069378,Air_EQI
Rappahan,0.8066697,Sociod_EQI
Richmond,0.0238962,Water_EQI
Roanoke,2.15126,Sociod_EQI
Rockbrid,0.8027973,Land_EQI
Rockingh,0.9588701,Sociod_EQI
Russell,0.3164068,Land_EQI
Scott Co,0.6110232,Air_EQI
Shenando,0.667746,Sociod_EQI
Smyth Co,0.259096,Land_EQI
Southamp,0.0577439,Air_EQI
Spotsylv,2.215759,Sociod_EQI
Stafford,3.01851,Sociod_EQI
Surry Co,0.1983153,Sociod_EQI
Sussex C,0.1458868,Air_EQI
Tazewell,0.2038508,Built_EQI
Warren C,0.9033822,Sociod_EQI
Washingt,0.7140676,Air_EQI
Westmore,0.1308306,Air_EQI
Wise Cou,0.3260894,Air_EQI
Wythe Co,0.2947376,Land_EQI
York Cou,2.646729,Sociod_EQI
Alexandr,2.04282,Built_EQI
Bristol,1.408463,Air_EQI
Buena Vi,0.4234659,Air_EQI
Charlott,2.470936,Built_EQI
Chesapea,1.592649,Sociod_EQI
Colonial,1.481805,Air_EQI
Covingto,1.168077,Built_EQI
Danville,1.297708,Built_EQI
Emporia,1.856238,Built_EQI
Fairfax,3.4853,Built_EQI
Falls Ch,3.883786,Built_EQI
Franklin,0.9636917,Built_EQI
Frederic,1.562788,Built_EQI
Galax ci,1.501029,Built_EQI
Hampton,1.13552,Air_EQI
Harrison,1.41269,Built_EQI
Hopewell,1.771418,Air_EQI
Lexingto,2.009311,Built_EQI
Lynchbur,1.496662,Built_EQI
Manassas,2.042578,Sociod_EQI
Martinsv,1.782407,Built_EQI
Newport,1.174839,Air_EQI
Norfolk,1.456278,Air_EQI
Norton c,3.024205,Built_EQI
Petersbu,1.477153,Air_EQI
Poquoson,2.604922,Sociod_EQI
Portsmou,1.326466,Air_EQI
Radford,1.006039,Air_EQI
Richmond,1.744641,Air_EQI
Roanoke,1.317097,Air_EQI
Salem ci,1.10563,Air_EQI
Staunton,0.9975909,Built_EQI
Suffolk,0.8634779,Air_EQI
Virginia,1.594067,Sociod_EQI
Waynesbo,1.517103,Air_EQI
Williams,0.9174991,Air_EQI
Winchest,2.173996,Built_EQI
Adams Co,0.8354359,Land_EQI
Asotin C,0.9345739,Air_EQI
Benton C,0.9822866,Sociod_EQI
Chelan C,1.715651,Built_EQI
Clallam,0.8396291,Built_EQI
Clark Co,1.74636,Air_EQI
Columbia,0.8289144,Built_EQI
Cowlitz,1.391431,Air_EQI
Douglas,0.6360723,Land_EQI
Ferry Co,0.4327442,Land_EQI
Franklin,0.9528255,Land_EQI
Grant Co,0.9753674,Land_EQI
Grays Ha,1.184748,Built_EQI
Island C,1.198848,Sociod_EQI
Jefferso,0.5702999,Sociod_EQI
King Cou,1.595431,Sociod_EQI
Kitsap C,1.187162,Sociod_EQI
Kittitas,1.192604,Built_EQI
Klickita,0.9338282,Land_EQI
Lewis Co,0.9015076,Built_EQI
Lincoln,0.7372613,Land_EQI
Mason Co,0.4993977,Land_EQI
Okanogan,0.9213646,Built_EQI
Pacific,0.9745961,Built_EQI
Pend Ore,0.6719211,Built_EQI
Pierce C,0.9909939,Air_EQI
San Juan,1.06275,Sociod_EQI
Skagit C,1.264305,Built_EQI
Skamania,0.8521117,Land_EQI
Snohomis,1.696735,Sociod_EQI
Spokane,1.046623,Built_EQI
Stevens,1.057076,Land_EQI
Thurston,1.139904,Sociod_EQI
Wahkiaku,0.6910397,Sociod_EQI
Walla Wa,0.8959141,Built_EQI
Whatcom,1.464841,Built_EQI
Whitman,0.7487687,Built_EQI
Yakima C,1.004896,Land_EQI
Barbour,1.100346,Water_EQI
Berkeley,1.232419,Air_EQI
Boone Co,1.043693,Water_EQI
Braxton,1.047937,Water_EQI
Brooke C,1.421749,Air_EQI
Cabell C,1.591468,Air_EQI
Calhoun,1.010799,Water_EQI
Clay Cou,1.053522,Water_EQI
Doddridg,0.2423657,Water_EQI
Fayette,1.291281,Water_EQI
Gilmer C,1.180932,Water_EQI
Grant Co,0.2516699,Water_EQI
Greenbri,1.072703,Water_EQI
Hampshir,1.074277,Water_EQI
Hancock,1.541976,Air_EQI
Hardy Co,0.2552981,Land_EQI
Harrison,1.071685,Water_EQI
Jackson,0.7754942,Air_EQI
Jefferso,1.140657,Sociod_EQI
Kanawha,1.696955,Air_EQI
Lewis Co,1.074892,Water_EQI
Lincoln,0.4309757,Air_EQI
Logan Co,1.011588,Water_EQI
McDowell,1.100089,Water_EQI
Marion C,1.114007,Air_EQI
Marshall,1.074098,Water_EQI
Mason Co,0.7892795,Air_EQI
Mercer C,1.095339,Water_EQI
Mineral,0.7194675,Air_EQI
Mingo Co,1.069594,Water_EQI
Monongal,1.326847,Air_EQI
Monroe C,1.098928,Water_EQI
Morgan C,0.3414051,Air_EQI
Nicholas,1.090923,Water_EQI
Ohio Cou,1.425565,Built_EQI
Pendleto,0.2533372,Water_EQI
Pleasant,0.9567986,Water_EQI
Pocahont,1.121497,Water_EQI
Preston,1.068897,Water_EQI
Putnam C,1.217373,Air_EQI
Raleigh,1.048228,Water_EQI
Randolph,1.12886,Water_EQI
Ritchie,1.03198,Water_EQI
Roane Co,1.26281,Water_EQI
Summers,1.066945,Water_EQI
Taylor C,0.494217,Air_EQI
Tucker C,1.091527,Water_EQI
Tyler Co,1.062129,Water_EQI
Upshur C,1.112606,Water_EQI
Wayne Co,1.159809,Air_EQI
Webster,1.112513,Water_EQI
Wetzel C,1.026147,Water_EQI
Wirt Cou,0.4213546,Air_EQI
Wood Cou,1.723126,Air_EQI
Wyoming,1.071073,Water_EQI
Adams Co,-0.0144204,Land_EQI
Ashland,1.467994,Built_EQI
Barron C,0.8441892,Built_EQI
Bayfield,0.946328,Built_EQI
Brown Co,1.55054,Air_EQI
Buffalo,0.8953434,Sociod_EQI
Burnett,0.9339168,Built_EQI
Calumet,1.846136,Sociod_EQI
Chippewa,0.8098161,Sociod_EQI
Clark Co,0.8261251,Water_EQI
Columbia,1.548675,Sociod_EQI
Crawford,0.5499646,Water_EQI
Dane Cou,1.427212,Air_EQI
Dodge Co,1.312186,Sociod_EQI
Door Cou,1.332787,Built_EQI
Douglas,1.05283,Built_EQI
Dunn Cou,0.6706851,Water_EQI
Eau Clai,1.119534,Built_EQI
Florence,0.0900205,Land_EQI
Fond du,1.188858,Sociod_EQI
Forest C,0.3860776,Built_EQI
Grant Co,0.8025262,Sociod_EQI
Green Co,1.338607,Sociod_EQI
Green La,0.8035368,Built_EQI
Iowa Cou,1.120369,Sociod_EQI
Iron Cou,1.603768,Built_EQI
Jackson,0.3681678,Built_EQI
Jefferso,1.321323,Sociod_EQI
Juneau C,0.7787212,Built_EQI
Kenosha,1.435137,Air_EQI
Kewaunee,1.25455,Sociod_EQI
La Cross,1.063642,Built_EQI
Lafayett,1.723246,Land_EQI
Langlade,0.7981679,Built_EQI
Lincoln,0.7450441,Built_EQI
Manitowo,1.070082,Sociod_EQI
Marathon,1.10924,Sociod_EQI
Marinett,0.9060482,Built_EQI
Marquett,0.6633996,Water_EQI
Milwauke,1.92661,Air_EQI
Monroe C,0.6019598,Water_EQI
Oconto C,0.7918018,Water_EQI
Oneida C,1.608953,Built_EQI
Outagami,1.528778,Sociod_EQI
Ozaukee,2.644464,Sociod_EQI
Pepin Co,0.8875887,Sociod_EQI
Pierce C,1.672101,Sociod_EQI
Polk Cou,0.9632254,Sociod_EQI
Portage,0.8488138,Water_EQI
Price Co,0.8947083,Built_EQI
Racine C,1.368239,Air_EQI
Richland,0.8426294,Water_EQI
Rock Cou,1.266255,Air_EQI
Rusk Cou,0.709484,Water_EQI
St. Croi,2.177341,Sociod_EQI
Sauk Cou,1.34071,Built_EQI
Sawyer C,0.9780616,Built_EQI
Shawano,0.8493367,Sociod_EQI
Sheboyga,1.228496,Sociod_EQI
Taylor C,0.8496825,Water_EQI
Trempeal,0.7369083,Sociod_EQI
Vernon C,0.4926499,Water_EQI
Vilas Co,1.409794,Built_EQI
Walworth,0.9547351,Land_EQI
Washburn,1.02137,Built_EQI
Washingt,2.104066,Sociod_EQI
Waukesha,2.49782,Sociod_EQI
Waupaca,1.03311,Sociod_EQI
Waushara,0.820087,Water_EQI
Winnebag,1.176307,Air_EQI
Wood Cou,0.9145266,Air_EQI
Albany C,1.073219,Water_EQI
Big Horn,1.139145,Water_EQI
Campbell,1.153706,Sociod_EQI
Carbon C,1.191476,Built_EQI
Converse,1.062989,Water_EQI
Crook Co,0.980021,Water_EQI
Fremont,1.08303,Water_EQI
Goshen C,1.090011,Water_EQI
Hot Spri,0.6566808,Built_EQI
Johnson,1.220431,Built_EQI
Laramie,1.103246,Built_EQI
Lincoln,1.022355,Water_EQI
Natrona,1.20993,Built_EQI
Park Cou,1.351674,Built_EQI
Platte C,1.022285,Water_EQI
Sheridan,1.115378,Built_EQI
Sweetwat,1.309324,Built_EQI
Teton Co,2.418939,Built_EQI
Uinta Co,1.162652,Water_EQI
Washakie,1.004629,Water_EQI
Weston C,1.039474,Water_EQI
